model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,1,128,P2P,mx6,33.97,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136638,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.19, 15:17:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:43:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.485,57615720.0,837.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,8,128,P2P,mx6,139.88,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136641,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.31, 16:48:01,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,34221976.0,753.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,16,128,P2P,mx6,163.21,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136644,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.94, 16:45:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:21:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92,24244328.0,764.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,32,128,P2P,mx6,192.99,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136647,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.12, 16:50:33,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:23:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.19,19022728.0,768.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,64,128,P2P,mx6,247.65,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136650,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.43, 16:53:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:26:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.61,16542224.0,771.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,1,128,P2P,mx6,66.66,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136926,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.38, 00:25:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:04:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,31.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,8,128,P2P,mx6,335.48,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136929,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.37, 00:26:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:02:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,33.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,16,128,P2P,mx6,438.1,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136932,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.46, 01:31:14,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:01:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,25.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,32,128,P2P,mx6,600.8,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136935,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.47, 01:36:11,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:01:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,25.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,1,128,P2P,mx6,100.55,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136878,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:09:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,24.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,4,128,P2P,mx6,247.97,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136881,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.41, 00:26:23,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:04:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,42.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,8,128,P2P,mx6,449.63,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136884,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,34.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,16,128,P2P,mx6,466.77,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136887,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:02:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,23.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,32,128,P2P,mx6,623.58,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136890,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,36.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,1,128,P2P,mx6,100.36,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136914,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:09:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,21.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,8,128,P2P,mx6,436.69,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136917,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,23.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,16,128,P2P,mx6,471.1,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136920,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,18.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,32,128,P2P,mx6,625.99,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136923,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,14.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,1,128,P2P,mx6,145.65,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137055,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:32:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:07:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.575,24937288.0,54.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,8,128,P2P,mx6,575.84,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137058,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:36:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.045,11621232.0,46.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,16,128,P2P,mx6,639.7,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137061,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.46, 02:49:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:02:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065,9040688.0,43.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,32,128,P2P,mx6,856.72,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137064,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.48, 02:52:36,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,8289168.0,43.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,1,128,P2P,mx6,159.02,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136893,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:29:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:07:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.615,24253600.0,76.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,4,128,P2P,mx6,310.92,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136896,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:32:21,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:05:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.915,13177464.0,78.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,8,128,P2P,mx6,570.91,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136899,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.28, 04:35:52,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.335,155184.0,83.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,16,128,P2P,mx6,618.57,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136902,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.47, 02:49:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.905,7566440.0,76.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
