model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Jais-adapted-7b,128,128,256,4,16,128,P2P,mx6,450.59,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137046,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.94, 00:48:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:01:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,19.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,128,128,256,4,32,128,P2P,mx6,645.99,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137049,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.95, 00:26:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:01:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,2048,2048,4096,4,1,128,P2P,mx6,113.99,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-4096-gl-2048-pl-2048-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137025,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,8.88, 00:24:10,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:09:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,24.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,2048,2048,4096,4,4,128,P2P,mx6,276.26,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-4096-gl-2048-pl-2048-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137028,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,8.93, 00:25:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:04:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,24.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,2048,2048,4096,4,8,128,P2P,mx6,484.42,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-4096-gl-2048-pl-2048-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137031,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,8.93, 00:28:40,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,26.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,2048,2048,4096,4,16,128,P2P,mx6,496.11,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-4096-gl-2048-pl-2048-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137034,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.01, 01:36:53,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:02:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,17.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Jais-adapted-7b,2048,2048,4096,4,32,128,P2P,mx6,650.77,-,-,"cloud,LLM-KV-cache,1QPC,qnn_release",Jais-adapted-7b-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-4096-gl-2048-pl-2048-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,137037,https://huggingface.co/inceptionai/jais-adapted-7b,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.02, 01:39:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,0.0,,,,,,00:03:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,18.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,1,128,P2P,mx6,37.08,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136584,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,114.93, 12:14:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:38:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.97,61820328.0,805.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,8,128,P2P,mx6,155.9,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136587,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.03, 15:46:02,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:22:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,36215456.0,861.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,16,128,P2P,mx6,198.79,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136590,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.86, 16:08:17,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53,19453144.0,839.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,32,128,P2P,mx6,287.82,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136593,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.0, 15:19:52,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:20:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.34,19239888.0,828.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,64,128,P2P,mx6,346.35,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136596,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.08, 16:49:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:22:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,18849976.0,815.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,2500,300,2800,16,128,128,P2P,mx6,268.2,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-128-mos-default-ols-default-inst-1-bs-128-cl-2800-gl-300-pl-2500-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136599,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.37, 16:53:17,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:35:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,17924240.0,842.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,1,128,P2P,mx6,38.83,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136602,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.11, 11:08:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09,63554192.0,966.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,8,128,P2P,mx6,154.39,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136605,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.29, 16:39:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.14,18555224.0,934.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,16,128,P2P,mx6,206.14,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136608,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.91, 16:43:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:22:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.42,155184.0,954.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,32,128,P2P,mx6,294.29,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136611,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.02, 16:35:07,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:21:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.72,16977032.0,823.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,64,128,P2P,mx6,349.72,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136614,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.23, 16:52:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:25:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.67,17634856.0,862.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,4096,400,4496,16,128,128,P2P,mx6,270.18,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-128-mos-default-ols-default-inst-1-bs-128-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136617,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.65, 16:55:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:36:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,17416232.0,808.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,1,128,P2P,mx6,38.08,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136620,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.18, 15:32:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:40:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14,62591368.0,842.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,8,128,P2P,mx6,173.21,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136623,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.27, 15:25:57,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:23:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48,18159944.0,840.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,16,128,P2P,mx6,196.33,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136626,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.89, 16:44:49,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:20:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,23821720.0,767.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,32,128,P2P,mx6,278.3,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136629,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.99, 15:33:50,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.29,18500568.0,767.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,64,128,P2P,mx6,328.86,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136632,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.17, 16:51:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:24:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,18159456.0,759.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,128,128,P2P,mx6,250.52,,,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-128-mos-default-ols-default-inst-1-bs-128-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_dataset,136635,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.54, 16:54:19,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,00:37:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.89,17790528.0,761.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
