model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,e2e_generated_tok_sec_delta,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,prev_avg_latency_sec,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Llama3.3-70B,4096,4096,8192,8,32,128,P2P,mx6,111.7,96.38,15.9,223.39,192.77,15.88,252.08,241.72,4.29,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132471,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,67.0, 03:22:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:24:39,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30.305,32682824.0,186.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8064,128,8192,8,1,128,P2P,mx6,5.02,5.18,-3.09,321.4,331.54,-3.06,15.18,14.24,6.6,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132474,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:12:43,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:17,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,16.925,155184.0,210.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8064,128,8192,8,8,128,P2P,mx6,7.4,7.68,-3.65,473.71,491.35,-3.59,122.4,117.05,4.57,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132477,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.44, 02:54:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:07:46,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21.55,14015848.0,187.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8064,128,8192,8,16,128,P2P,mx6,7.57,7.85,-3.57,484.26,502.6,-3.65,246.5,236.93,4.04,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132480,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:17:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:09:36,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,22.445,13998768.0,186.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8064,128,8192,8,32,128,P2P,mx6,7.77,7.92,-1.89,497.39,506.88,-1.87,495.87,478.9,3.54,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132483,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,67.0, 03:22:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:13:53,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30.305,13893360.0,187.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,16,1,64,P2P,mx6,15.9,16.87,-5.75,31.81,33.73,-5.69,0.93,1.62,-42.59,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134850,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,114.86, 02:09:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,00:10:58,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,24.92,154208.0,500.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,16,8,64,P2P,mx6,84.29,88.93,-5.22,168.58,177.87,-5.22,7.4,7.2,2.78,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134853,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,114.98, 02:26:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,00:11:12,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,24.92,154208.0,499.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,16,16,64,P2P,mx6,127.26,129.92,-2.05,254.52,259.83,-2.04,14.84,14.48,2.49,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134856,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.82, 02:47:41,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:10:26,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21.09,29086264.0,466.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,16,32,64,P2P,mx6,183.34,185.18,-0.99,366.69,370.35,-0.99,29.85,29.01,2.9,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134859,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.89, 02:39:49,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:10:52,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,22.18,28736368.0,465.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,16,1,64,P2P,mx6,14.85,16.16,-8.11,29.71,32.33,-8.1,7.95,7.75,2.58,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134862,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.12, 02:13:38,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,00:15:02,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,27.04,50867168.0,503.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,16,4,64,P2P,mx6,34.98,36.75,-4.82,69.96,73.5,-4.82,31.8,31.01,2.55,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134865,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.17, 02:25:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:18:11,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,28.64,36115904.0,498.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,16,8,64,P2P,mx6,71.52,75.33,-5.06,143.04,150.67,-5.06,64.11,62.47,2.63,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134868,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.04, 02:30:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,00:18:08,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30.83,45339104.0,505.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,16,16,64,P2P,mx6,99.94,104.43,-4.3,199.88,208.86,-4.3,130.04,127.29,2.16,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134871,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.86, 02:56:12,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:20:25,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,28.69,40101400.0,473.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,16,32,64,P2P,mx6,130.96,136.13,-3.8,261.91,272.25,-3.8,261.68,256.69,1.94,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134874,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.98, 03:20:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:26:05,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,37.34,38503688.0,467.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8192,8192,16384,16,1,64,P2P,mx6,13.45,15.33,-12.26,26.9,30.67,-12.29,17.13,16.81,1.9,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-16384-gl-8192-pl-8192-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134877,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.12, 02:13:56,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,00:20:38,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,27.57,49886288.0,505.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,8192,8192,16384,16,32,64,P2P,mx6,53.34,58.69,-9.12,106.68,117.39,-9.12,568.75,559.48,1.66,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-16384-gl-8192-pl-8192-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134880,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.34, 03:33:22,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,1.0,1.0,,NA,NA,NA,01:31:20,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,54.95,76023080.0,467.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,512,512,1024,8,32,128,P2P,mx6,186.88,-,-,373.76,-,-,26.91,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132432,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.18, 03:23:45,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:05:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64,155184.0,175.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,8,16,128,P2P,mx6,118.77,-,-,237.54,-,-,27.26,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132435,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.11, 03:11:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:06:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.615,155184.0,200.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,8,32,128,P2P,mx6,169.38,-,-,338.75,-,-,54.7,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132438,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.18, 03:26:36,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:07:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27,10491024.0,194.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,8,64,128,P2P,mx6,194.08,-,-,388.16,-,-,111.88,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132441,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.3, 04:24:54,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:08:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23,11599272.0,125.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,100,1124,16,16,128,P2P,mx6,51.46,-,-,578.46,-,-,22.53,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1124-gl-100-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132456,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.87, 04:33:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:11:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97,155184.0,590.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,16,1,128,P2P,mx6,21.81,-,-,43.61,-,-,1.41,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132444,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,97.92, 03:55:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:13:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.03,155184.0,676.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,16,8,128,P2P,mx6,98.85,-,-,197.69,-,-,11.22,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132447,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,98.03, 04:16:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:13:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.51,156160.0,592.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B_AWQ,1024,1024,2048,16,16,128,P2P,mx6,141.07,-,-,282.15,-,-,22.55,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132453,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.87, 04:25:26,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:13:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46,12864168.0,609.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
