model,pl,gl,cl,mqts,bs,cpl,configuration,precision,output_token_throughput(tok/s),prev_output_token_throughput_tok_sec,output_token_throughput_tok_sec_delta,mean_ttft_sec,prev_mean_ttft_sec,mean_ttft_sec_delta,request_throughput(req/s),prev_request_throughput_req_sec,request_throughput_req_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_processed_tok_sec,e2e_generated_tok_sec,prev_e2e_processed_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_processed_tok_sec_delta,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,prev_total_token_throughput_sec,total_token_throughput_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,mean_tpot(ms),mean_itl(ms),prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch,prev_total_token_throughput_tok_sec,total_token_throughput_tok_sec_delta,is_regressed_total_token_throughput_sec_delta,is_regressed_mean_ttft_sec_delta
Llama3.3-70B_AWQ,1024,1024,2048,8,16,128,P2P,mx6,117.23,114.21,2.64,25.85,26.58,-2.75,0.11,0.11,0.0,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134922,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.11, 03:11:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:06:24,,,234.46,,,None,None,,,,,,,,,111.34,111.34,114.23,114.23,,0,0,0,-2.53,-2.53,13.265,24243840.0,169.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,228.43,2.64,0,0.0
Llama3.3-70B_AWQ,1024,1024,2048,8,32,128,P2P,mx6,166.1,157.15,5.7,52.64,56.93,-7.54,0.16,0.15,6.67,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134928,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.18, 03:26:36,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:08:36,,,332.2,,,None,None,,,,,,,,,141.36,141.36,148.16,148.16,0.0,0,0,0,-4.59,-4.59,15.27,23630424.0,155.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,314.29,5.7,0,0.0
Llama3.3-70B_AWQ,1024,1024,2048,8,64,128,P2P,mx6,185.73,181.68,2.23,108.8,116.27,-6.42,0.18,0.18,0.0,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134931,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.3, 04:24:54,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:14:58,,,371.46,,,None,None,,,,,,,,,238.51,238.51,238.92,238.92,,0,0,0,-0.17,-0.17,19.23,15481800.0,136.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,363.36,2.23,0,0.0
Llama3.3-70B_AWQ,1024,100,1124,16,16,128,P2P,mx6,51.28,50.69,1.16,21.3,21.38,-0.37,0.51,0.51,0.0,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1124-gl-100-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134913,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.87, 04:33:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:19,,,576.42,,,None,None,,,,,,,,,99.88,99.88,102.77,102.77,,0,0,0,-2.81,-2.81,16.55,13059368.0,587.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,569.76,1.17,0,0.0
Llama3.3-70B_AWQ,1024,1024,2048,16,1,128,P2P,mx6,21.19,19.87,6.64,1.43,1.44,-0.69,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134916,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,97.92, 03:55:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:31,,,42.38,,,None,None,,,,,,,,,45.84,45.84,48.97,48.97,,0,0,0,-6.39,-6.39,21.56,50036592.0,584.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,39.74,6.64,0,0.0
Llama3.3-70B_AWQ,1024,1024,2048,16,8,128,P2P,mx6,97.84,96.09,1.82,10.07,10.19,-1.18,0.1,0.09,11.11,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134919,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,98.03, 04:16:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:02,,,195.68,,,None,None,,,,,,,,,71.99,71.99,73.37,73.37,0.0,0,0,0,-1.88,-1.88,22.51,34244912.0,578.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,192.18,1.82,0,0.0
Llama3.3-70B_AWQ,1024,1024,2048,16,16,128,P2P,mx6,140.01,136.91,2.26,21.35,21.59,-1.11,0.14,0.13,7.69,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134925,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.87, 04:25:26,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:05:25,,,280.02,,,None,None,,,,,,,,,93.51,93.51,95.86,95.86,0.0,0,0,0,-2.45,-2.45,17.46,29686504.0,596.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,273.82,2.26,0,0.0
Llama3.3-70B_AWQ,4096,400,4496,16,8,128,P2P,mx6,39.09,39.01,0.21,42.11,42.08,0.07,0.1,0.1,0.0,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134934,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,98.07, 04:25:26,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:30,,,439.4,,,None,None,,,,,,,,,99.6,99.6,100.11,100.11,,0,0,0,-0.51,-0.51,23.77,13542488.0,593.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,438.5,0.21,0,0.0
Mistral-7B-Instruct-v0.2,128,128,256,4,1,128,P2P,mx6,54.57,54.74,-0.31,0.05,0.05,0.0,0.43,0.43,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136791,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.19, 00:23:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:13,,,109.14,,,None,None,,,,,,,,,18.08,18.08,18.01,18.01,,0,0,0,0.39,0.39,0.76,154696.0,44.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,109.48,-0.31,0,
Mistral-7B-Instruct-v0.2,128,128,256,4,8,128,P2P,mx6,302.19,305.63,-1.13,0.3,0.29,3.45,2.36,2.39,-1.26,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136794,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.2, 00:25:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:15,,,604.37,,,None,None,,,,,,,,,24.27,24.27,24.04,24.04,0.0,0,0,0,0.96,0.96,0.76,154696.0,27.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,611.25,-1.13,0,0.0
Mistral-7B-Instruct-v0.2,128,128,256,4,16,128,P2P,mx6,449.92,450.46,-0.12,0.63,0.64,-1.56,3.52,3.52,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136797,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.23, 00:35:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:18,,,899.85,,,None,None,,,,,,,,,30.75,30.75,30.66,30.66,,0,0,0,0.29,0.29,0.76,154208.0,31.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,900.92,-0.12,0,0.0
Mistral-7B-Instruct-v0.2,128,128,256,4,32,128,P2P,mx6,639.77,649.5,-1.5,1.37,1.39,-1.44,5.0,5.07,-1.38,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136800,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.24, 00:29:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:22,,,1279.54,,,None,None,,,,,,,,,39.46,39.46,38.57,38.57,0.0,0,0,0,2.31,2.31,0.76,155184.0,28.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1298.99,-1.5,0,0.0
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,1,128,P2P,mx6,47.08,46.45,1.36,1.72,1.68,2.38,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136803,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.21, 00:24:08,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:29,,,94.16,,,None,None,,,,,,,,,20.83,20.83,21.12,21.12,,0,0,0,-1.37,-1.37,0.76,155184.0,43.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,92.91,1.35,0,0.0
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,4,128,P2P,mx6,119.16,113.84,4.67,5.51,5.42,1.66,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136806,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.21, 00:24:54,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:06:39,,,238.32,,,None,None,,,,,,,,,32.23,32.23,33.82,33.82,,0,0,0,-4.7,-4.7,0.76,155184.0,38.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,227.68,4.67,0,0.0
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,8,128,P2P,mx6,208.43,207.92,0.25,12.05,11.84,1.77,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136809,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.22, 00:26:24,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:07:16,,,416.86,,,None,None,,,,,,,,,35.45,35.45,35.59,35.59,,0,0,0,-0.39,-0.39,0.76,155184.0,27.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,415.85,0.24,0,0.0
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,16,128,P2P,mx6,255.71,258.92,-1.24,25.66,25.11,2.19,0.06,0.06,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136812,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.28, 01:30:14,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:11:05,,,511.42,,,None,None,,,,,,,,,56.32,56.32,55.67,55.67,,0,0,0,1.17,1.17,0.76,155184.0,20.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,517.85,-1.24,0,0.0
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,32,128,P2P,mx6,321.42,317.22,1.32,53.32,52.07,2.4,0.08,0.08,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136815,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.31, 01:36:40,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:16:52,,,642.85,,,None,None,,,,,,,,,86.55,86.55,88.18,88.18,,0,0,0,-1.85,-1.85,0.76,155184.0,28.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,634.43,1.33,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,8,1,128,P2P,mx6,36.51,35.41,3.11,2.19,2.15,1.86,0.12,0.12,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136818,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,28.72, 05:56:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:31,,,644.96,,,None,None,,,,,,,,,20.16,20.16,21.16,21.16,,0,0,0,-4.73,-4.73,7.165,27829176.0,78.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,625.5,3.11,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,8,8,128,P2P,mx6,78.2,78.45,-0.32,15.64,15.27,2.42,0.26,0.26,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136824,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,28.67, 05:55:44,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:22,,,1381.47,,,None,None,,,,,,,,,50.3,50.3,51.21,51.21,,0,0,0,-1.78,-1.78,8.31,10553000.0,89.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1385.95,-0.32,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,8,16,128,P2P,mx6,90.52,90.18,0.38,33.12,32.75,1.13,0.3,0.3,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136830,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,18.69, 05:27:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:09,,,1599.15,,,None,None,,,,,,,,,66.53,66.53,68.43,68.43,,0,0,0,-2.78,-2.78,7.62,10742344.0,75.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1593.11,0.38,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,8,32,128,P2P,mx6,95.12,97.74,-2.68,69.48,68.85,0.92,0.32,0.33,-3.03,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136836,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,18.72, 05:32:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:51,,,1680.38,,,None,None,,,,,,,,,105.07,105.07,98.16,98.16,0.0,0,1,1,7.04,7.04,10.175,10481264.0,80.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1726.67,-2.68,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,16,1,128,P2P,mx6,15.76,15.68,0.51,4.09,4.09,0.0,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136821,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,48.81, 06:01:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:04,,,278.44,,,None,None,,,,,,,,,49.99,49.99,50.3,50.3,,0,0,0,-0.62,-0.62,14.28,10887768.0,631.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,276.99,0.52,0,
